country,location,name,nameWoDiacritics,subdivision,status,function,iata,lat,lon
WF,LEA,Leava,Leava,,RL,--3-----,,-14.3,-178.15
WF,MAU,Mat�'utu,Mata'utu,,AI,1-3-5---,,-13.283333333333333,-176.18333333333334
WF,SIG,Sigav�,Sigave,,RL,1-3-----,,-14.283333333333333,-178.16666666666666
WF,FUT,Vele Futuna I. Apt,Vele Futuna I. Apt,,AI,---4----,,-14.316666666666666,-178.08333333333334
WF,WLS,Wallis I. Apt,Wallis I. Apt,,AI,---4----,,-13.25,-176.2
