country,location,name,nameWoDiacritics,subdivision,status,function,iata,lat,lon
GW,BFT,Bafat�,Bafata,BA,AM,-----6--,,12.166666666666666,-14.666666666666666
GW,BNT,Binta,Binta,,RL,1-------,,12.416666666666666,-15.316666666666666
GW,OXB,Bissau,Bissau,BS,AI,1-345---,,11.85,-15.583333333333334
GW,BOL,Bolama,Bolama,,RL,1-3-----,,11.583333333333334,-15.466666666666667
GW,BQE,Bubaque,Bubaque,,AI,1-34----,,11.283333333333333,-15.833333333333334
GW,CAC,Cacheu,Cacheu,CA,RL,1-3-----,,12.266666666666667,-16.15
GW,CJA,Canjaja,Canjaja,,RL,1-------,,12.383333333333333,-15.35
GW,FAR,Farim,Farim,,RL,1-------,,12.483333333333333,-15.216666666666667
