country,location,name,nameWoDiacritics,subdivision,status,function,iata,lat,lon
RS,UBS,Ub,Ub,09,RL,-----6--,,44.45,20.066666666666666
RS,SZD,Urosevac,Urosevac,25,RL,-----6--,,42.36666666666667,21.15
RS,UZC,Uzice,Uzice,,RL,-234----,,43.85,19.833333333333332
RS,UZO,Uzovnica,Uzovnica,08,RL,--3-----,,44.233333333333334,19.35
RS,VLJ,Valjevo,Valjevo,,RL,-23-----,,44.266666666666666,19.883333333333333
RS,VGS,Veliko Gradiste,Veliko Gradiste,,RL,1-3-----,,44.75,21.5
RS,VS4,Veternik,Veternik,06,RL,1-------,,45.25,19.75
RS,VTA,Vitina,Vitina,25,RL,--3-----,,42.31666666666667,21.35
RS,VH8,Vladicin Han,Vladicin Han,24,RL,--3-----,,42.7,22.05
RS,VDR,Vladimirovac,Vladimirovac,,RL,-23-----,,45.016666666666666,20.883333333333333
RS,VLA,Vlasotince,Vlasotince,,RL,--3-----,,42.95,22.116666666666667
RS,VOG,Voganj,Voganj,07,RL,-23-----,,45,19.75
RS,VRA,Vranje,Vranje,,RL,123-----,,42.55,21.9
RS,VRB,Vrbas,Vrbas,,RL,-23-----,,45.56666666666667,19.65
RS,VJB,Vrnjacka Banja,Vrnjacka Banja,18,RL,--3-----,,43.61666666666667,20.9
RS,VRS,Vrsac,Vrsac,,RL,-23-----,,45.11666666666667,21.3
RS,ZAJ,Zajecar,Zajecar,,RL,-23-----,,43.9,22.283333333333335
RS,ZAT,Zatonje,Zatonje,11,RL,--3-----,,44.61666666666667,21.183333333333334
RS,ZEM,Zemun,Zemun,,RL,-23-----,,44.833333333333336,20.4
RS,SZI,Zitiste,Zitiste,,RL,-----6--,,45.483333333333334,20.533333333333335
RS,ZMA,Zmajevo,Zmajevo,,RL,--3-----,,45.75,20.133333333333333
RS,ZRN,Zrenjanin,Zrenjanin,,RL,-23-----,,45.38333333333333,20.366666666666667
RS,ZVE,Zvecan,Zvecan,28,RL,-23-----,,42.9,20.833333333333332
