country,location,name,nameWoDiacritics,subdivision,status,function,iata,lat,lon
NR,INU,Nauru Island,Nauru Island,,AI,1--45---,,-0.55,166.91666666666666
NR,YRN,Yaren,Yaren,14,RL,--3-----,,-0.5333333333333333,166.91666666666666
