country,location,name,nameWoDiacritics,subdivision,status,function,iata,lat,lon
HM,HEA,Heard Island,Heard Island,,RL,1-------,,-53.083333333333336,73.71666666666667
HM,MCD,McDonald Island,McDonald Island,,RL,1-------,,-53.03333333333333,72.58333333333333
