country,location,name,nameWoDiacritics,subdivision,status,function,iata,lat,lon
PM,MQC,Miquelon,Miquelon,,AI,---4----,,47.1,-56.38333333333333
PM,FSP,Saint-Pierre,Saint-Pierre,,AI,1--45---,,46.766666666666666,-56.166666666666664
