country,location,name,nameWoDiacritics,subdivision,status,function,iata,lat,lon
AX,MHQ,Maarianhamina (Mariehamn),Maarianhamina (Mariehamn),,AI,1--4----,,60.1,19.95
AX,MHQ,Mariehamn (Maarianhamina),Mariehamn (Maarianhamina),,AI,1--4----,,60.1,19.95
